title,location,price,bedrooms,bathrooms,agency,link,desc
4 Bed Villa with En Suite in Kilimani,Kilimani,"170,000",4,4,asturian-properties,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-rent-kilimani-3830171,4 Bed Villa with En Suite in Kilimani
3 Bed House with En Suite at Kilimani,Kilimani,"135,000",3,3,origin-homes,https://www.buyrentkenya.com/listings/3-bedroom-house-for-rent-kilimani-3830162,3 Bed House with En Suite at Kilimani
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands","454,102",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-spring-valley-3830158,4 Bed Townhouse with En Suite in Spring Valley
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","350,000",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-kitisuru-3830160,4 Bed House with En Suite in Kitisuru
4 Bed Townhouse with En Suite in Lavington,Lavington,"300,000",4,4,destiny-homes,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-lavington-3830146,4 Bed Townhouse with En Suite in Lavington
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","450,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-kitisuru-3830148,5 Bed House with En Suite in Kitisuru
4 Bed Townhouse with En Suite in Limuru,Limuru,"350,000",4,4,ikaya-rentals,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-limuru-3824659,4 Bed Townhouse with En Suite in Limuru
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands","250,000",4,5,glo-realtors,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-brookside-3825885,4 Bed Townhouse with En Suite in Brookside
5 Bed Townhouse with En Suite at Rosslyn Lone Tree Estate Rd,"2, Rosslyn lone tree estate rd, Rosslyn, Westlands","580,000",5,6,blue-zone-properties,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-rosslyn-3822111,5 Bed Townhouse with En Suite at Rosslyn Lone Tree Estate Rd
4 Bed House with En Suite in Westlands Area,"Westlands Area, Westlands","170,000",4,4,cartier-carter-realtors,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-westlands-area-3830138,4 Bed House with En Suite in Westlands Area
4 Bed House with En Suite at Garden Estate,"Garden Estate, Ridgeways","400,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-ridgeways-3830143,4 Bed House with En Suite at Garden Estate
5 Bed House with En Suite at Windsor,"Windsor, Kiambu Road","160,000",5,5,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-kiambu-road-3830139,5 Bed House with En Suite at Windsor
2 Bed House with En Suite at Runda,"Runda, Westlands","150,000",2,2,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/2-bedroom-house-for-rent-runda-3830134,2 Bed House with En Suite at Runda
5 Bed House with En Suite at Runda,"Runda, Westlands","400,000",5,3,uptown-real-estate,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-runda-3825790,5 Bed House with En Suite at Runda
4 Bed House with En Suite at Runda,"Runda, Westlands","440,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-rent-runda-3830130,4 Bed House with En Suite at Runda
4 Bed House with En Suite in Runda,"Runda, Westlands","413,440",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3830129,4 Bed House with En Suite in Runda
3 Bed Townhouse with Swimming Pool at Ineza,"Ineza, Runda, Westlands","325,000",3,2,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/furnished-3-bedroom-townhouse-for-rent-runda-3830126,3 Bed Townhouse with Swimming Pool at Ineza
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands","300,000",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-spring-valley-3830123,4 Bed Townhouse with En Suite in Spring Valley
5 Bed Townhouse with En Suite at Lavington,Lavington,"350,000",5,5,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3830115,5 Bed Townhouse with En Suite at Lavington
1 Bed House with En Suite in Gigiri,"Gigiri, Westlands","100,000",1,1,geoscape-global-limited,https://www.buyrentkenya.com/listings/1-bedroom-house-for-rent-gigiri-3830110,1 Bed House with En Suite in Gigiri
2 Bed Townhouse with En Suite at Tigoni,"Tigoni, Limuru","220,000",2,2,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/2-bedroom-townhouse-for-rent-tigoni-3830098,2 Bed Townhouse with En Suite at Tigoni
4 Bed Townhouse with Swimming Pool in Runda,"Runda, Westlands","300,000",4,5,pivad-real-estate,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830084,4 Bed Townhouse with Swimming Pool in Runda
4 Bed Townhouse with Swimming Pool at Ineza,"Ineza, Runda, Westlands","250,000",4,3,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830095,4 Bed Townhouse with Swimming Pool at Ineza
3 Bed Townhouse with Swimming Pool at Ineza,"Ineza, Runda, Westlands","215,000",3,2,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-rent-runda-3830094,3 Bed Townhouse with Swimming Pool at Ineza
4 Bed House with En Suite at Runda,"Runda, Westlands","370,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3830093,4 Bed House with En Suite at Runda
4 Bed Townhouse with En Suite at Two Rivers,"Two Rivers, Runda, Westlands","350,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830091,4 Bed Townhouse with En Suite at Two Rivers
4 Bed Townhouse with En Suite at Runda,"Runda, Westlands","420,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830088,4 Bed Townhouse with En Suite at Runda
4 Bed Townhouse with Swimming Pool in Runda,"Runda, Westlands","340,000",4,5,pivad-real-estate,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830087,4 Bed Townhouse with Swimming Pool in Runda
4 Bed House with Staff Quarters at Magnolia,"Magnolia, Gigiri, Westlands","450,000",4,3,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-rent-gigiri-3830086,4 Bed House with Staff Quarters at Magnolia
4 Bed Townhouse with Garden at Off Peponi Road And Few Minutes Drive To Gigiri,"Off peponi road and few minutes drive to Gigiri, Spring Valley, Westlands","454,000",4,5,falcon-sight-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-spring-valley-3830082,4 Bed Townhouse with Garden at Off Peponi Road And Few Minutes Drive To Gigiri
4 Bed House with Staff Quarters at Gigiri,"Gigiri, Westlands","400,000",4,3,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-gigiri-3830085,4 Bed House with Staff Quarters at Gigiri
4 Bed Townhouse with En Suite at Nyali,"Nyali, Nyali Area","300,000",4,4,tuvilani-ventures-enterprice,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-nyali-area-3708303,4 Bed Townhouse with En Suite at Nyali
2 Bed Townhouse with En Suite in Runda,"Runda, Westlands","195,000",2,2,kiri-homes,https://www.buyrentkenya.com/listings/furnished-2-bedroom-townhouse-for-rent-runda-3735755,2 Bed Townhouse with En Suite in Runda
4 Bed Townhouse with En Suite in Athi River,Athi River,"47,500",4,5,pam-golding-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-athi-river-area-3751731,4 Bed Townhouse with En Suite in Athi River
5 Bed House with En Suite at Runda,"Runda, Westlands","500,000",5,5,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-runda-3830083,5 Bed House with En Suite at Runda
5 Bed House with En Suite at Runda,"Runda, Westlands","500,000",5,5,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-runda-3830081,5 Bed House with En Suite at Runda
4 Bed Townhouse with Swimming Pool in Kiambu Road,Kiambu Road,"215,000",4,5,pivad-real-estate,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-kiambu-road-3830080,4 Bed Townhouse with Swimming Pool in Kiambu Road
4 Bed House with En Suite at Runda,"Runda, Westlands","650,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3830078,4 Bed House with En Suite at Runda
4 Bed Townhouse with En Suite at Brookhouse,"Brookhouse, Runda, Westlands","330,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/furnished-4-bedroom-townhouse-for-rent-runda-3830076,4 Bed Townhouse with En Suite at Brookhouse
3 Bed House with En Suite at Brook House,"Brook House, Runda, Westlands","230,000",3,3,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-rent-runda-3830075,3 Bed House with En Suite at Brook House
3 Bed House with Gym at Garden Estate,"Garden Estate, Ridgeways","250,000",3,2,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/furnished-3-bedroom-house-for-rent-ridgeways-3830074,3 Bed House with Gym at Garden Estate
4 Bed Townhouse with En Suite at Runda Palms,"Runda Palms, Runda, Westlands","250,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830073,4 Bed Townhouse with En Suite at Runda Palms
4 Bed Townhouse with En Suite at Five Star Paradise,"Five Star Paradise, Runda, Westlands","340,000",4,4,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830072,4 Bed Townhouse with En Suite at Five Star Paradise
4 Bed Townhouse with Swimming Pool at Ridgeways,Ridgeways,"300,000",4,3,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-ridgeways-3830071,4 Bed Townhouse with Swimming Pool at Ridgeways
3 Bed House with En Suite at Tigoni,"Tigoni, Limuru","320,000",3,3,wealthlink-realtors-ltd,https://www.buyrentkenya.com/listings/3-bedroom-house-for-rent-tigoni-3830070,3 Bed House with En Suite at Tigoni
5 Bed House with En Suite at Paradise Lost Road,"Paradise lost road, Kiambu Road","300,000",5,5,gemac-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-kiambu-road-3830063,5 Bed House with En Suite at Paradise Lost Road
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands","650,000",5,5,kensimenterprises,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lower-kabete-3830059,5 Bed Townhouse with En Suite in Lower Kabete
5 Bed Townhouse with En Suite in Lavington,Lavington,"516,000",5,6,stephen-s-group-homes,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3830021,5 Bed Townhouse with En Suite in Lavington
7 Bed House with En Suite in Kyuna,"Kyuna, Westlands","650,000",7,6,kensimenterprises,https://www.buyrentkenya.com/listings/7-bedroom-house-for-rent-kyuna-3830057,7 Bed House with En Suite in Kyuna
5 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands","510,000",5,5,kensimenterprises,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-kyuna-3830056,5 Bed Townhouse with En Suite in Kyuna
4 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands","450,000",4,4,kensimenterprises,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-loresho-3830050,4 Bed Townhouse with En Suite in Loresho
4 Bed Townhouse in Runda,"Runda, Westlands","550,000",4,5,tiff-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3830039,4 Bed Townhouse in Runda
5 Bed Townhouse with En Suite in Lavington,Lavington,"300,000",5,5,kensimenterprises,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3830028,5 Bed Townhouse with En Suite in Lavington
5 Bed Townhouse with En Suite in Lavington,Lavington,"360,000",5,5,kensimenterprises,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3830026,5 Bed Townhouse with En Suite in Lavington
5 Bed Townhouse with En Suite in Lavington,Lavington,"300,000",5,5,kensimenterprises,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3830024,5 Bed Townhouse with En Suite in Lavington
4 Bed Villa with En Suite at Runda,"Runda, Westlands","350,000",4,5,ndote-homes,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-rent-runda-3830023,4 Bed Villa with En Suite at Runda
5 Bed Townhouse with En Suite in Lavington,Lavington,"380,000",5,5,kensimenterprises,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3830022,5 Bed Townhouse with En Suite in Lavington
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands","600,000",5,6,queenshut-holdings-ltd,https://www.buyrentkenya.com/listings/furnished-5-bedroom-townhouse-for-rent-kitisuru-3830012,5 Bed Townhouse with En Suite in Kitisuru
4 Bed House with En Suite in Runda,"Runda, Westlands","580,500",4,4,queenshut-holdings-ltd,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3830009,4 Bed House with En Suite in Runda
5 Bed House with En Suite in Lavington,Lavington,"285,000",5,6,gemac-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-lavington-3829480,5 Bed House with En Suite in Lavington
3 Bed Villa with En Suite in Kyuna,"Kyuna, Westlands","360,000",3,4,gemac-properties,https://www.buyrentkenya.com/listings/furnished-3-bedroom-villa-for-rent-kyuna-3829552,3 Bed Villa with En Suite in Kyuna
4 Bed House with En Suite in Vipingo,Vipingo,"385,000",4,5,krugerr-brendt-international-ltd,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-rent-vipingo-3829989,4 Bed House with En Suite in Vipingo
4 Bed House with En Suite at Kitisuru,"kitisuru, Kitisuru, Westlands","510,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-kitisuru-3829991,4 Bed House with En Suite at Kitisuru
4 Bed Townhouse in Runda,"Runda, Westlands","375,000",4,nan,franic-villa-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3829988,4 Bed Townhouse in Runda
4 Bed Townhouse with En Suite at Kirawa Road,"Kirawa road, Kitisuru, Westlands","520,000",4,5,elitor-agencies,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-kitisuru-3829980,4 Bed Townhouse with En Suite at Kirawa Road
4 Bed House with En Suite at Peponi Road,"peponi road, Spring Valley, Westlands","410,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-spring-valley-3829974,4 Bed House with En Suite at Peponi Road
4 Bed Villa with En Suite in Gigiri,"Gigiri, Westlands","450,000",4,5,great-five-consultants,https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-rent-gigiri-3829973,4 Bed Villa with En Suite in Gigiri
5 Bed House with En Suite at Kitisuru,"kitisuru, Kitisuru, Westlands","400,000",5,6,good-life-global,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-kitisuru-3829968,5 Bed House with En Suite at Kitisuru
5 Bed Villa with En Suite at Loresho Ridge,"Loresho ridge, Lower Kabete, Westlands","650,000",5,6,elitor-agencies,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-rent-lower-kabete-3826940,5 Bed Villa with En Suite at Loresho Ridge
6 Bed House with En Suite in Runda,"Runda, Westlands","500,000",6,6,good-faith-real-estate-ltd,https://www.buyrentkenya.com/listings/6-bedroom-house-for-rent-runda-3829955,6 Bed House with En Suite in Runda
4 Bed House with En Suite in Riverside,"Riverside, Westlands","320,000",4,4,destiny-homes,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-riverside-3829965,4 Bed House with En Suite in Riverside
4 Bed House with En Suite in Muthaiga,Muthaiga,"500,000",4,4,nascent-properties,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-muthaiga-3829961,4 Bed House with En Suite in Muthaiga
5 Bed House with En Suite in Lavington,Lavington,"350,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-lavington-3829964,5 Bed House with En Suite in Lavington
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","380,000",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-kitisuru-3829953,4 Bed House with En Suite in Kitisuru
5 Bed House with En Suite in Nyari,"Nyari, Westlands","390,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-nyari-3829943,5 Bed House with En Suite in Nyari
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","520,000",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-kitisuru-3829939,4 Bed House with En Suite in Kitisuru
4 Bed House with En Suite in Muthaiga,Muthaiga,"516,000",4,3,gemac-properties,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-muthaiga-3829933,4 Bed House with En Suite in Muthaiga
4 Bed Townhouse with En Suite in Lavington,Lavington,"300,000",4,4,smart-choice-property-market680735fc435a5,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-lavington-3829934,4 Bed Townhouse with En Suite in Lavington
4 Bed Villa with En Suite at Ruaka,Ruaka,"80,000",4,4,comfort-valuers-limited,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-rent-ruaka-3829930,4 Bed Villa with En Suite at Ruaka
5 Bed House with En Suite in Gigiri,"Gigiri, Westlands","500,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-gigiri-3829928,5 Bed House with En Suite in Gigiri
4 Bed Townhouse with En Suite at Runda,"Runda, Westlands","280,000",4,4,comfort-valuers-limited,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-runda-3829919,4 Bed Townhouse with En Suite at Runda
4 Bed House with En Suite in Runda,"Runda, Westlands","388,320",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3829924,4 Bed House with En Suite in Runda
5 Bed House with En Suite in Runda,"Runda, Westlands","250,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-runda-3829918,5 Bed House with En Suite in Runda
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,"220,000",5,5,destiny-homes,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-kileleshwa-3829915,5 Bed Townhouse with En Suite in Kileleshwa
5 Bed House with En Suite in Runda,"Runda, Westlands","480,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-runda-3829916,5 Bed House with En Suite in Runda
5 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands","438,320",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-kyuna-3829914,5 Bed Townhouse with En Suite in Kyuna
5 Bed Villa with En Suite in Rosslyn,"Rosslyn, Westlands","580,000",5,5,nascent-properties,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-rent-rosslyn-3829900,5 Bed Villa with En Suite in Rosslyn
4 Bed Villa with En Suite in Ridgeways,Ridgeways,"285,000",4,4,smart-choice-property-market680735fc435a5,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-rent-ridgeways-3829903,4 Bed Villa with En Suite in Ridgeways
3 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands","190,000",3,3,nascent-properties,https://www.buyrentkenya.com/listings/3-bedroom-house-for-rent-rosslyn-3829886,3 Bed House with En Suite in Rosslyn
3 Bed House with En Suite in Runda,"Runda, Westlands","320,000",3,4,nascent-properties,https://www.buyrentkenya.com/listings/3-bedroom-house-for-rent-runda-3829885,3 Bed House with En Suite in Runda
5 Bed House with En Suite in Loresho,"Loresho, Westlands","590,000",5,5,gemac-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-loresho-3829884,5 Bed House with En Suite in Loresho
4 Bed House with En Suite at Runda,"Runda, Westlands","230,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3829880,4 Bed House with En Suite at Runda
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands","370,000",4,4,gemac-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-kitisuru-3829878,4 Bed Townhouse with En Suite in Kitisuru
5 Bed House with En Suite at Lavington,"0725n, lavington, Lavington","350,000",5,5,ace-realtors-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-lavington-3829875,5 Bed House with En Suite at Lavington
5 Bed House with En Suite in Runda,"Runda, Westlands","580,000",5,6,nascent-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-runda-3829872,5 Bed House with En Suite in Runda
2 Bed House with En Suite at New Kitisuru,"New Kitisuru, Kitisuru, Westlands","90,000",2,3,good-life-global,https://www.buyrentkenya.com/listings/2-bedroom-house-for-rent-kitisuru-3829873,2 Bed House with En Suite at New Kitisuru
4 Bed House with En Suite in Runda,"Runda, Westlands","350,000",4,4,gemac-properties,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3829870,4 Bed House with En Suite in Runda
5 Bed Townhouse with En Suite at Lavington,"0725n, lavington, Lavington","400,000",5,5,ace-realtors-limited,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-lavington-3829857,5 Bed Townhouse with En Suite at Lavington
4 Bed House with En Suite at Runda,"Runda, Westlands","250,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3829869,4 Bed House with En Suite at Runda
4 Bed House with En Suite at Ridgeways,Ridgeways,"300,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-ridgeways-3829866,4 Bed House with En Suite at Ridgeways
4 Bed House with En Suite in Runda,"Runda, Westlands","580,000",4,4,gemac-properties,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-runda-3829862,4 Bed House with En Suite in Runda
5 Bed House with En Suite in Lavington,Lavington,"350,000",5,5,gemac-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-lavington-3826294,5 Bed House with En Suite in Lavington
4 Bed Townhouse with En Suite at Ridgway Road,"Ridgway road, Ridgeways","365,000",4,5,citywing-consult,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-ridgeways-3829854,4 Bed Townhouse with En Suite at Ridgway Road
6 Bed House with En Suite in Lavington,Lavington,"600,000",6,7,gemac-properties,https://www.buyrentkenya.com/listings/6-bedroom-house-for-rent-lavington-3826552,6 Bed House with En Suite in Lavington
3 Bed House with En Suite at Kitisuru,"Kitisuru, Westlands","416,000",3,4,good-life-global,https://www.buyrentkenya.com/listings/3-bedroom-house-for-rent-kitisuru-3829850,3 Bed House with En Suite at Kitisuru
5 Bed House with En Suite in Nyari,"Nyari, Westlands","420,000",5,3,gemac-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-nyari-3829849,5 Bed House with En Suite in Nyari
4 Bed House with En Suite at Loresho,"loresho, Loresho, Westlands","400,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-loresho-3829848,4 Bed House with En Suite at Loresho
4 Bed Villa with En Suite at Kitisuru,"Kitisuru, Westlands","380,000",4,5,good-life-global,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-rent-kitisuru-3829843,4 Bed Villa with En Suite at Kitisuru
2 Bed House with En Suite in Runda,"Runda, Westlands","200,000",2,2,geoscape-global-limited,https://www.buyrentkenya.com/listings/furnished-2-bedroom-house-for-rent-runda-3829833,2 Bed House with En Suite in Runda
4 Bed Townhouse in Kiambu Road,Kiambu Road,"200,000",4,nan,franic-villa-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-kiambu-road-3829827,4 Bed Townhouse in Kiambu Road
4 Bed House with En Suite in Gigiri,"Gigiri, Westlands","450,000",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-gigiri-3829824,4 Bed House with En Suite in Gigiri
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands","350,000",4,5,rainmaker_brokerage_ltd,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-spring-valley-3798928,4 Bed House with En Suite in Spring Valley
1 Bed House with Garden in Gigiri,"Gigiri, Westlands","100,000",1,nan,final-find-realtors,https://www.buyrentkenya.com/listings/1-bedroom-house-for-rent-gigiri-3829808,1 Bed House with Garden in Gigiri
4 Bed Townhouse at Fourways,"Fourways, Kiambu Road","190,000",4,nan,franic-villa-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-kiambu-road-3829802,4 Bed Townhouse at Fourways
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands","260,000",4,4,geoscape-global-limited,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-spring-valley-3829790,4 Bed Townhouse with En Suite in Spring Valley
5 Bed Townhouse with En Suite in Karen,Karen,"880,000",5,5,smart-choice-property-market680735fc435a5,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-karen-3829763,5 Bed Townhouse with En Suite in Karen
5 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands","516,000",5,5,queenshut-holdings-ltd,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-rent-kyuna-3829750,5 Bed Townhouse with En Suite in Kyuna
4 Bed House with En Suite in Thigiri,"Thigiri, Westlands","500,000",4,5,nascent-properties,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-thigiri-3829737,4 Bed House with En Suite in Thigiri
3 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands","300,000",3,3,nascent-properties,https://www.buyrentkenya.com/listings/3-bedroom-house-for-rent-rosslyn-3829725,3 Bed House with En Suite in Rosslyn
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands","680,000",5,6,nascent-properties,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-rent-lower-kabete-3829697,5 Bed Villa with En Suite in Lower Kabete
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands","580,000",4,5,nascent-properties,https://www.buyrentkenya.com/listings/4-bedroom-house-for-rent-rosslyn-3829711,4 Bed House with En Suite in Rosslyn
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands","700,000",5,6,nascent-properties,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-rent-lower-kabete-3829676,5 Bed Villa with En Suite in Lower Kabete
6 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","1,000",6,6,nascent-properties,https://www.buyrentkenya.com/listings/6-bedroom-house-for-rent-kitisuru-3829664,6 Bed House with En Suite in Kitisuru
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands","450,000",4,4,nascent-properties,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-rent-kitisuru-3829627,4 Bed Townhouse with En Suite in Kitisuru
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands","380,000",5,5,nascent-properties,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-kitisuru-3829655,5 Bed House with En Suite in Kitisuru
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands","320,000",5,5,geoscape-global-limited,https://www.buyrentkenya.com/listings/5-bedroom-house-for-rent-spring-valley-3829740,5 Bed House with En Suite in Spring Valley
